lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
81,1,97.75,3,23,4,4,1,0,3,0
245,0,80.75,9,28,3,4,0,0,0,1
60,1,126.9,5,21,4,1,1,0,0,1
52,1,79.2,11,25,4,2,1,3,0,0
166,0,99.45,6,29,4,4,0,0,3,0
51,0,75.0,11,11,3,2,2,0,0,1
5,1,60.0,9,2,3,1,0,0,0,1
32,1,99.0,9,25,4,1,2,3,0,1
25,1,104.0,6,1,4,2,0,3,0,1
2,1,136.0,6,11,4,1,0,0,3,1
172,0,109.8,8,25,4,3,0,0,3,0
145,1,0.0,7,5,4,0,0,0,0,1
1,0,70.0,8,11,2,2,0,0,0,0
72,1,61.21,4,4,4,3,1,3,0,1
155,0,96.3,6,27,4,2,1,0,0,0
230,1,82.95,12,12,4,3,1,0,0,1
124,1,118.8,7,16,4,1,2,0,3,0
200,0,72.25,7,15,3,2,1,0,0,1
2,0,95.0,10,13,3,1,0,0,0,1
80,0,0.0,9,26,4,2,1,1,0,1
31,1,81.9,3,14,4,1,1,0,1,1
37,0,71.1,3,11,4,1,0,3,0,1
116,1,137.7,7,28,4,1,0,0,3,1
32,2,103.5,9,7,4,1,1,0,0,1
1,1,139.0,8,26,4,1,0,3,0,1
1,1,149.0,9,5,4,1,1,3,0,1
88,1,85.0,9,3,3,5,2,0,0,1
10,0,119.0,6,14,4,1,0,0,3,0
31,1,141.55,8,10,4,4,0,3,0,1
10,0,215.0,5,13,4,3,2,0,5,0
184,2,82.13,8,17,4,1,0,1,0,0
123,1,76.5,8,12,4,2,0,0,0,1
18,1,93.0,2,19,4,2,0,0,0,1
14,0,73.0,5,27,3,1,0,0,0,1
102,0,87.0,10,16,3,2,0,1,0,0
8,2,126.0,9,16,3,2,1,0,0,1
119,0,106.25,10,24,3,3,1,1,0,1
46,0,48.6,2,13,4,1,0,3,0,0
12,1,155.0,9,9,4,2,0,0,5,1
0,1,0.0,12,9,1,1,0,0,0,1
28,0,110.0,11,2,4,1,0,3,0,0
103,0,107.55,7,11,4,3,1,0,0,1
23,1,68.0,9,16,3,4,1,0,3,1
36,0,85.5,5,21,3,1,2,0,0,1
69,1,114.9,6,21,4,3,0,3,0,1
4,1,183.0,9,16,4,2,0,0,0,1
7,0,79.0,12,13,2,1,0,0,0,1
3,0,65.0,11,21,2,0,1,0,0,0
103,2,131.4,8,7,4,1,2,0,3,1
117,0,66.14,3,2,4,1,0,0,0,1
50,0,76.5,2,29,4,0,1,3,0,0
47,2,139.5,10,9,4,1,2,0,3,1
79,0,60.0,12,11,3,2,1,0,3,1
117,0,105.84,4,29,4,2,0,0,4,0
3,0,87.78,10,22,4,1,0,3,0,1
224,2,121.13,10,29,4,2,2,1,0,0
6,0,138.0,12,30,4,2,0,0,0,1
81,0,103.5,7,3,4,3,2,3,0,1
8,2,92.17,4,5,4,4,0,0,3,1
7,2,182.0,3,26,4,1,1,0,3,1
318,0,80.75,9,16,3,2,1,0,0,1
33,2,197.0,11,7,4,2,1,0,0,1
66,1,69.3,7,18,4,0,1,3,0,1
28,1,115.03,4,17,4,1,2,0,0,0
49,1,135.9,6,4,4,1,1,0,3,1
0,0,95.5,8,31,2,2,1,0,0,1
24,0,55.0,12,4,3,2,0,0,0,1
10,0,72.1,2,19,3,1,0,0,0,1
196,1,87.67,9,17,4,3,2,0,0,1
24,1,85.0,8,12,3,2,1,0,0,1
27,0,136.0,9,19,3,0,1,0,0,0
33,1,126.9,6,15,4,3,0,0,0,1
12,1,152.0,9,17,4,1,0,0,0,1
115,0,75.0,5,28,3,1,2,0,0,1
131,0,137.19,7,30,4,6,2,0,3,0
78,0,100.0,3,25,4,2,1,0,0,0
42,1,168.3,7,24,4,0,2,0,3,1
0,1,177.0,6,21,4,1,0,0,3,1
1,0,198.0,9,22,3,3,1,0,3,1
0,0,113.33,11,5,4,4,2,1,0,1
28,1,117.0,9,12,4,1,2,0,0,0
42,0,74.88,11,25,4,2,0,0,0,1
80,1,125.1,9,29,4,1,0,3,0,0
8,3,87.98,12,22,4,3,1,0,0,1
20,1,131.35,12,28,4,4,0,0,3,1
195,1,81.81,7,10,4,2,2,0,1,1
23,1,79.0,2,21,4,1,2,3,0,0
84,2,76.5,7,25,4,1,0,0,0,1
4,1,151.0,7,5,4,1,0,0,0,1
0,1,129.0,6,21,4,2,0,3,0,1
40,0,77.23,2,14,4,5,2,3,0,0
12,0,65.0,11,25,2,1,0,0,0,1
90,0,46.66,7,20,4,1,1,3,0,1
169,1,99.45,8,5,4,4,2,0,0,1
83,0,90.6,9,30,3,1,0,1,0,1
90,0,119.85,5,12,4,3,1,0,0,0
73,1,72.12,3,17,4,3,2,0,1,0
83,1,135.9,8,1,4,3,1,0,0,1
9,0,91.0,2,12,4,7,3,0,0,0
169,1,158.95,7,3,4,3,2,0,5,0
1,0,108.04,10,6,4,1,0,3,3,1
17,2,110.0,10,27,4,1,0,3,0,1
10,1,65.0,6,27,2,0,1,0,0,1
96,0,138.0,9,28,3,1,1,1,4,0
5,0,65.0,11,23,2,0,1,0,0,1
88,1,71.0,10,7,2,2,0,0,0,1
115,0,72.25,8,22,3,3,1,0,0,1
50,2,150.3,6,3,4,2,1,0,3,1
1,1,116.0,4,8,4,2,2,0,0,1
6,1,97.0,12,12,4,0,1,3,0,1
30,0,65.0,9,6,2,1,2,0,0,1
59,1,74.8,11,21,4,3,1,3,0,1
24,0,38.33,2,19,3,2,1,0,0,1
2,0,136.0,4,23,4,1,2,0,3,0
142,0,130.05,7,12,4,5,0,0,3,0
21,0,92.0,1,4,3,5,1,1,0,1
100,2,146.7,7,18,4,1,1,0,3,1
1,0,106.0,8,19,4,1,0,0,0,1
3,2,102.0,3,3,4,3,2,0,0,1
63,1,63.75,3,8,4,4,0,0,0,0
60,0,156.6,12,23,4,1,0,0,5,0
0,1,136.0,9,19,3,1,2,0,3,1
66,1,63.75,12,23,3,5,2,0,0,1
70,0,59.5,3,24,3,3,0,0,0,1
2,1,85.0,6,14,4,1,0,0,0,1
60,3,149.77,9,29,4,2,0,1,3,1
1,0,85.0,2,22,4,0,1,3,0,0
4,0,76.8,2,19,3,2,1,0,0,1
131,0,72.25,7,9,3,1,1,0,0,1
139,0,105.3,5,15,4,1,2,0,0,1
117,0,72.25,8,24,3,4,1,0,0,0
167,1,104.4,10,26,4,5,2,0,3,0
213,1,127.5,8,26,3,2,1,0,5,0
97,1,150.3,8,5,4,2,1,0,3,1
18,1,119.0,4,12,4,2,0,3,0,1
3,1,94.0,11,10,2,3,0,0,3,1
141,0,116.62,6,10,4,3,2,0,3,0
108,0,75.38,5,4,4,3,0,3,0,1
140,0,132.48,7,31,4,5,2,0,3,1
33,1,91.48,4,16,4,1,2,0,3,1
0,1,112.0,2,23,4,4,0,0,0,1
41,0,60.0,11,8,3,2,2,0,3,1
65,0,72.25,6,2,3,3,0,3,0,1
0,0,55.76,11,25,4,1,0,3,0,1
92,0,106.08,5,24,3,4,0,0,3,1
38,1,152.1,8,10,4,1,0,0,0,1
14,0,161.0,3,31,4,3,2,0,3,1
151,0,72.25,8,5,3,2,1,0,0,1
3,0,123.0,10,19,2,2,1,0,0,1
226,1,70.0,10,29,3,2,2,0,0,1
30,2,76.1,3,5,4,1,2,3,0,1
10,0,12.0,11,13,4,2,0,0,0,1
125,2,136.0,9,7,4,4,0,0,0,1
36,0,97.2,10,3,4,1,1,3,0,0
11,1,156.0,6,16,4,5,2,0,3,1
16,1,31.0,2,26,2,1,0,0,0,1
63,0,137.7,7,17,4,0,1,0,3,1
153,1,72.25,10,16,3,2,2,3,0,1
60,0,114.57,4,30,3,1,1,0,0,1
2,1,101.0,4,7,4,1,0,0,0,1
20,0,107.67,3,19,4,1,2,3,0,1
141,1,103.5,7,14,4,3,0,3,0,1
7,1,78.0,11,30,4,2,0,3,0,0
50,0,68.0,12,8,3,3,1,0,0,1
15,0,93.0,2,20,4,1,2,0,0,1
86,1,93.6,12,15,4,2,0,0,0,1
174,1,99.45,8,12,4,2,2,0,0,1
38,0,126.0,10,2,4,2,2,0,0,1
79,1,96.3,4,16,4,1,2,0,0,1
3,1,155.0,5,28,4,1,0,0,0,1
25,0,154.0,9,16,4,2,2,0,0,1
141,0,132.0,6,3,3,2,1,0,0,1
4,2,128.5,9,12,4,1,1,0,0,1
39,2,130.9,12,8,4,8,2,0,3,1
6,0,95.0,6,23,4,1,0,0,0,0
6,1,103.15,9,13,4,3,2,0,3,1
101,0,132.6,6,1,4,4,0,0,3,0
53,1,78.35,7,1,4,2,0,3,0,1
15,0,75.0,8,18,3,4,0,0,0,1
69,1,126.9,5,17,4,3,0,0,0,1
0,0,131.0,9,29,2,3,1,0,0,0
58,2,189.0,4,5,4,3,0,1,3,1
26,0,147.0,4,13,4,1,0,0,3,0
31,1,80.3,2,5,4,1,0,0,0,1
31,2,88.0,11,19,4,1,0,3,0,1
28,1,97.63,4,17,4,1,2,0,0,0
4,1,160.0,10,17,4,4,1,0,0,0
22,2,109.0,5,29,4,0,1,3,0,1
209,1,72.75,7,2,4,4,2,0,3,1
126,1,77.03,7,25,4,2,1,0,0,1
4,1,120.0,6,6,3,3,1,0,0,1
8,1,72.38,12,6,4,1,0,0,0,1
3,0,120.0,9,19,2,1,2,0,0,1
186,1,121.8,7,30,4,1,2,0,3,0
159,0,70.5,12,29,3,4,0,0,0,1
137,2,93.0,2,7,3,1,2,0,3,1
64,0,75.0,11,18,3,2,1,0,0,1
122,0,75.0,6,9,3,3,1,0,0,1
138,1,90.95,4,20,4,4,0,0,0,0
126,0,93.17,8,6,4,1,2,3,0,0
55,0,109.35,5,30,4,2,1,0,0,0
19,1,170.33,6,2,4,3,0,0,3,1
24,1,101.0,11,8,4,0,2,0,0,1
69,0,76.08,7,7,3,2,0,0,0,1
28,1,109.0,4,21,4,2,0,0,0,1
79,0,126.9,4,30,4,1,2,0,0,0
84,0,122.0,12,22,4,1,0,0,0,0
0,0,65.0,11,29,2,1,0,0,0,1
48,0,94.5,10,25,4,1,2,0,0,0
38,1,94.5,10,6,4,3,0,0,0,1
0,2,139.0,8,31,4,2,0,3,0,1
19,2,156.0,8,23,4,3,0,0,3,1
34,1,174.0,12,8,4,3,0,0,5,1
68,0,118.8,4,10,4,0,2,0,3,0
169,0,80.75,9,9,3,2,0,0,0,1
91,0,80.0,4,4,3,2,1,0,0,0
1,1,119.0,6,2,2,2,0,0,0,1
110,1,108.0,10,12,4,1,0,3,0,0
51,1,93.0,12,25,4,3,2,0,0,1
174,1,159.3,9,20,4,5,1,0,3,0
33,0,140.4,3,24,4,2,0,0,3,0
40,3,88.0,12,16,4,2,1,3,0,1
41,1,116.1,5,9,4,4,1,3,0,0
263,0,110.0,10,21,4,2,0,0,0,0
59,0,112.2,4,22,4,2,2,0,3,0
9,2,85.6,12,5,4,1,2,0,0,1
0,1,151.0,7,2,4,2,2,0,0,1
87,3,91.0,11,13,4,2,2,0,0,1
241,0,106.0,10,24,2,2,1,0,4,0
50,0,85.5,5,21,3,1,1,0,0,1
52,0,132.9,7,8,4,2,1,0,0,0
54,1,74.8,11,18,4,2,2,3,0,1
46,1,56.59,3,14,4,3,1,0,0,1
27,0,89.0,4,20,2,1,0,0,0,1
149,0,130.5,8,12,4,2,1,0,0,0
278,2,78.3,12,9,4,2,1,0,0,1
29,2,154.93,9,25,4,1,2,0,3,1
42,0,134.98,4,24,4,3,2,0,3,0
31,0,88.0,12,2,4,2,0,3,0,0
286,1,117.0,9,16,3,2,0,1,0,0
1,1,78.0,12,13,4,3,0,3,0,1
256,2,94.35,10,23,4,3,2,0,0,0
62,1,76.91,4,25,4,3,1,0,0,1
43,0,0.0,10,23,4,1,0,0,0,1
39,1,71.1,3,11,4,2,0,3,0,0
90,1,93.6,12,21,4,3,0,0,0,1
145,0,99.9,8,23,4,5,0,0,0,0
40,0,159.3,10,24,4,1,0,0,5,1
53,2,177.3,4,21,4,3,0,0,5,1
29,0,73.42,2,20,4,4,2,0,0,0
9,1,127.0,2,13,4,1,2,0,3,1
250,1,99.3,9,3,4,1,2,0,0,1
94,0,76.5,4,16,4,2,2,3,0,0
67,1,76.16,3,26,3,1,2,0,0,1
1,1,88.43,3,12,4,1,1,0,0,1
81,0,96.3,4,15,4,2,0,0,0,0
83,0,112.8,9,1,3,1,0,0,0,1
39,0,75.0,11,1,3,4,0,0,0,1
97,2,141.3,7,21,4,3,2,0,3,1
2,0,124.0,6,22,3,1,0,3,0,1
4,0,65.0,9,19,2,0,1,0,0,1
20,1,153.0,4,10,4,0,1,0,3,1
30,0,137.52,8,25,3,3,0,0,4,1
6,1,140.0,5,23,4,1,1,0,0,1
0,0,0.0,9,1,1,1,0,0,1,1
62,0,104.0,7,20,3,3,1,1,0,1
65,0,122.65,12,21,3,4,0,1,0,1
126,0,55.0,3,24,3,3,0,0,0,1
254,0,91.0,9,16,3,2,0,1,0,1
19,0,187.0,7,5,4,4,0,0,3,1
7,2,55.0,3,2,3,2,0,0,0,1
17,1,135.0,9,25,4,2,2,0,0,1
14,0,89.0,6,26,4,0,1,3,0,0
46,2,123.3,3,31,4,2,0,0,3,1
69,1,74.8,11,23,4,4,0,0,0,0
2,0,65.0,7,10,2,1,2,0,0,1
2,0,109.0,8,3,3,4,0,0,0,1
35,2,156.24,9,25,4,3,2,0,3,1
10,2,68.5,1,19,4,5,0,0,0,1
127,2,113.05,5,21,4,2,2,0,3,1
22,0,76.81,9,4,4,2,1,0,0,1
63,1,109.8,9,3,4,1,0,0,0,1
14,0,65.0,11,16,2,1,0,0,0,1
13,0,72.22,12,6,4,1,2,0,3,1
1,2,104.0,3,2,4,1,0,0,0,1
21,0,156.0,5,21,4,1,2,0,3,0
81,0,190.29,7,11,4,5,2,1,3,1
94,0,152.1,8,14,4,2,2,1,0,0
18,0,85.0,10,2,3,2,2,0,0,1
181,1,98.1,10,11,4,1,0,3,0,0
163,2,126.9,9,12,4,2,1,0,0,0
177,1,93.08,8,24,4,4,0,0,0,1
4,1,65.0,11,1,2,3,0,0,0,1
0,0,72.8,1,14,4,1,0,0,0,1
9,1,142.67,12,30,4,3,0,0,3,1
58,1,66.53,10,30,4,2,0,3,0,1
3,0,120.0,6,10,3,1,0,0,0,1
32,1,168.3,7,28,4,3,0,0,3,1
19,1,139.0,7,2,4,2,2,3,0,0
63,1,103.61,10,24,4,4,1,1,3,1
55,1,109.8,9,2,4,2,1,0,0,1
54,0,75.0,11,12,3,1,2,0,0,1
35,0,128.4,6,27,4,5,1,0,3,0
30,0,77.5,3,9,4,3,0,0,1,0
157,0,75.27,8,21,4,3,2,0,0,0
1,1,164.5,9,15,4,2,0,0,3,1
88,1,126.9,4,30,4,1,0,0,0,1
28,2,115.23,9,27,4,3,0,0,0,1
0,0,149.0,9,8,4,1,0,3,0,1
144,0,112.0,7,3,3,2,2,0,0,1
156,0,81.25,8,7,3,2,2,0,0,1
60,0,75.0,11,15,3,3,0,0,0,1
13,2,231.15,8,10,4,3,0,0,6,1
1,2,159.0,6,18,4,1,0,0,0,1
281,0,126.3,10,3,4,3,1,0,3,0
64,0,103.5,7,25,4,0,1,3,0,1
39,0,117.9,7,2,4,2,2,0,0,0
63,0,80.1,3,28,4,1,1,3,0,0
21,0,142.0,2,29,3,0,1,0,4,1
6,0,94.0,11,8,2,1,0,0,3,1
1,0,103.0,3,8,4,2,0,0,0,1
99,1,118.8,10,16,4,1,2,0,0,0
173,0,121.5,8,15,4,1,1,0,0,0
43,1,149.4,5,9,4,2,1,0,3,1
19,1,139.13,9,23,4,2,0,0,0,1
31,2,135.9,8,4,4,2,0,0,0,1
96,2,188.16,7,23,4,3,2,0,6,1
65,0,105.9,4,26,4,3,0,0,0,0
71,0,90.0,9,9,2,3,0,0,0,1
126,0,103.5,5,7,4,1,0,3,0,0
54,1,90.1,11,11,4,2,2,0,0,1
53,0,94.5,9,18,3,0,2,0,0,1
67,1,29.0,9,6,1,2,2,1,3,1
9,0,78.0,12,16,4,2,1,3,0,1
36,1,104.49,5,7,4,1,0,3,0,1
87,1,117.9,8,14,4,1,2,0,0,0
74,0,102.68,9,18,3,0,2,0,0,1
94,3,72.25,12,4,4,2,1,0,0,1
64,1,81.08,7,18,4,2,1,0,0,1
85,1,116.1,6,21,4,2,0,3,0,1
73,0,150.3,7,4,4,4,1,0,3,0
72,0,159.3,5,13,4,1,0,0,0,0
8,1,92.17,4,5,4,4,0,0,3,1
22,0,65.0,12,18,2,1,0,0,0,1
0,0,104.0,4,9,2,1,2,0,0,1
4,1,112.0,5,21,3,1,1,1,0,1
59,0,67.5,3,13,4,1,2,3,0,1
91,1,107.1,8,21,4,0,2,3,0,1
35,1,65.06,3,6,4,2,2,0,0,1
25,2,127.67,4,16,4,1,2,0,0,1
88,3,132.3,10,8,4,2,2,0,3,1
65,0,132.3,6,21,4,1,0,0,3,0
15,0,125.67,4,29,4,2,1,3,0,0
123,1,119.85,6,7,4,5,1,0,0,1
48,0,80.0,9,11,3,1,0,1,0,1
4,1,186.33,9,13,4,1,2,0,5,1
13,2,186.0,5,14,4,1,1,0,3,1
221,1,76.5,8,11,4,5,0,0,0,0
3,1,0.0,1,25,1,0,1,0,6,1
3,0,65.0,12,10,2,1,0,0,0,1
203,0,116.1,9,27,4,3,0,3,0,0
1,1,116.27,7,12,4,3,0,0,0,1
112,0,150.3,8,22,4,4,1,0,3,0
227,3,76.5,8,17,4,9,3,0,0,1
45,2,104.72,12,26,4,4,1,0,0,1
25,2,186.0,4,30,4,1,0,0,3,1
105,0,138.55,7,2,4,2,2,0,3,0
37,0,69.53,2,13,4,1,0,0,1,1
95,0,81.5,3,23,4,3,0,3,0,1
45,1,108.0,8,31,4,2,0,3,0,1
74,0,145.1,12,30,3,2,1,0,0,1
33,1,64.46,3,5,4,6,4,0,0,1
21,1,77.0,10,7,3,1,0,0,0,1
157,0,112.0,7,14,3,3,0,0,0,0
21,1,88.0,11,24,4,1,0,3,0,1
32,0,85.0,3,11,3,3,2,0,0,1
97,0,173.7,11,16,4,2,0,1,3,0
9,2,133.33,6,21,4,3,0,0,0,1
20,1,86.0,2,8,4,5,3,0,0,0
124,2,130.05,7,17,4,2,2,0,3,1
336,0,78.0,9,21,3,4,1,0,0,1
102,2,48.67,1,3,3,1,2,0,3,1
13,1,85.0,11,15,4,1,2,3,0,1
146,1,103.5,8,14,4,0,1,3,0,0
4,0,162.75,6,10,4,2,0,0,3,0
34,0,81.0,6,19,4,1,2,0,0,0
38,0,85.5,9,18,3,1,2,0,0,1
18,1,92.4,6,13,4,4,1,0,0,1
38,0,127.39,5,13,4,2,1,0,1,1
5,1,159.0,9,19,4,0,1,0,0,1
7,1,145.0,10,15,4,2,0,0,3,1
78,2,151.2,10,7,4,2,1,0,3,1
32,1,130.0,11,11,4,2,0,0,0,0
190,1,105.3,10,29,4,1,2,0,0,0
11,1,130.9,10,3,4,1,1,0,3,1
7,0,66.0,2,29,2,1,1,0,0,1
1,2,135.4,10,10,3,1,1,3,0,1
79,1,149.1,4,28,4,3,0,0,3,1
37,1,80.3,2,10,4,4,1,0,0,1
32,0,131.4,4,1,4,2,1,0,3,0
127,1,146.92,10,2,4,3,2,0,5,1
48,0,74.0,2,7,3,1,2,0,0,1
54,2,149.4,9,25,4,1,2,0,3,1
58,1,102.6,12,9,4,2,0,0,0,1
112,1,76.5,8,7,4,2,2,0,0,0
8,2,84.0,12,4,2,2,2,0,0,1
82,3,149.4,9,13,4,7,2,0,3,1
15,1,95.48,9,17,4,1,0,0,0,1
52,0,94.5,7,18,4,2,1,3,0,0
122,0,80.0,12,8,4,3,0,0,0,0
10,2,136.67,11,3,4,3,0,0,0,1
7,1,142.6,9,12,4,3,2,0,0,1
47,2,161.1,7,17,4,3,2,0,3,1
47,1,67.5,12,24,4,1,0,3,0,1
49,1,106.25,3,19,4,4,2,0,3,1
51,2,207.9,9,11,4,2,2,0,5,1
3,2,111.0,2,5,4,2,0,0,0,1
30,0,135.9,7,8,4,1,0,0,0,0
256,1,115.0,6,15,4,2,0,1,0,0
45,0,147.6,11,7,4,2,1,0,0,1
13,1,75.0,1,16,4,1,0,3,0,1
223,2,89.25,10,4,4,0,2,0,0,0
27,0,69.0,12,9,4,4,1,0,0,1
131,2,137.7,8,26,4,2,1,0,3,1
83,1,84.58,4,5,4,4,0,0,0,1
108,1,118.8,10,7,4,2,0,0,0,1
16,1,58.45,11,25,4,3,2,0,0,0
29,1,104.0,12,1,4,3,2,0,0,1
20,2,89.0,9,12,4,0,1,3,0,1
7,2,184.0,9,13,4,1,0,0,3,1
22,0,85.0,6,30,3,1,0,0,0,1
44,0,150.3,7,1,4,2,0,0,3,0
18,1,80.85,9,5,4,1,1,0,0,1
11,1,156.0,6,20,4,1,1,0,3,0
24,1,115.5,1,6,4,2,0,0,0,1
381,1,69.5,12,23,4,2,1,0,1,0
238,1,126.9,9,21,4,2,0,0,0,0
188,1,94.14,10,24,4,2,1,0,0,1
57,2,126.9,5,21,4,1,1,0,0,1
1,1,159.0,9,15,4,1,0,3,0,1
105,0,83.05,12,26,4,1,1,0,0,1
49,0,63.75,3,8,4,4,0,3,0,0
8,2,65.0,12,28,2,2,0,0,0,1
85,2,85.0,10,6,3,3,1,0,0,1
55,1,123.3,9,2,4,2,1,0,3,1
6,2,149.0,9,15,4,2,0,3,0,1
20,1,112.25,8,29,4,3,1,3,0,1
1,1,139.0,7,4,4,1,1,3,0,1
12,1,64.0,12,5,3,1,1,0,0,1
151,0,130.0,9,17,3,1,0,0,0,0
1,0,6.0,8,5,1,1,0,0,0,1
58,0,75.0,11,10,3,3,0,0,0,1
33,2,116.1,5,19,4,1,0,3,0,1
31,1,0.0,4,9,4,1,1,0,0,1
54,2,79.2,12,5,4,0,1,3,0,1
4,1,84.0,1,22,4,2,0,3,0,1
30,0,68.71,11,12,4,2,2,0,0,0
15,2,102.0,12,29,4,3,1,3,0,1
349,0,90.0,10,4,4,5,1,0,0,0
87,1,80.75,10,23,3,1,2,0,0,1
39,2,96.3,11,27,4,2,1,0,0,1
170,0,78.0,4,8,3,3,2,0,0,1
269,1,67.77,10,18,4,8,2,0,0,1
81,0,89.25,9,16,4,4,2,0,0,1
11,1,161.8,2,24,3,3,0,1,3,1
96,1,67.5,2,13,4,1,1,0,0,1
38,2,130.0,11,12,4,1,0,0,0,1
52,2,79.2,12,7,4,3,0,3,0,1
20,1,91.63,7,19,4,2,0,0,0,1
238,0,80.0,10,13,3,3,0,0,0,1
75,0,89.75,10,1,3,1,0,0,0,1
159,1,82.19,7,6,4,5,2,0,0,1
2,0,72.25,6,16,3,3,1,3,0,1
10,1,146.0,4,23,4,1,1,0,3,0
76,1,110.15,3,20,4,3,2,0,3,1
20,0,85.0,10,16,3,0,2,0,0,1
228,0,80.75,8,27,4,4,2,3,0,0
40,1,96.91,12,7,4,4,0,0,3,1
0,0,65.0,9,7,2,2,1,0,0,1
133,1,120.0,6,19,4,1,2,0,0,1
1,0,82.0,1,3,4,0,2,0,0,1
162,1,70.0,9,17,3,3,0,0,0,1
39,0,60.97,1,1,4,3,2,3,0,1
0,0,136.0,9,13,4,4,2,0,0,1
1,0,84.0,7,26,2,1,0,0,0,1
30,2,157.5,10,5,4,3,0,0,3,1
123,1,94.5,5,17,4,3,0,3,0,1
22,0,58.0,12,25,3,2,0,0,0,1
163,0,100.8,10,5,3,3,0,0,0,0
80,1,135.27,8,3,4,3,0,0,3,1
135,0,116.1,6,9,4,3,0,3,0,0
95,0,68.0,10,30,3,4,2,0,0,1
29,0,66.0,2,23,2,1,0,0,0,1
240,2,67.5,12,10,4,1,2,3,0,0
0,0,177.0,6,17,4,1,0,0,3,1
86,1,123.3,10,25,4,4,0,0,3,1
18,2,127.0,9,3,4,1,1,3,0,1
53,3,134.45,11,10,4,3,1,0,3,1
27,1,77.0,1,29,4,2,0,3,0,1
116,2,125.1,9,25,4,3,2,3,0,1
2,1,133.47,10,7,4,2,1,0,0,1
11,0,79.05,11,17,4,3,2,3,0,0
5,2,107.67,11,19,4,1,2,0,0,1
201,1,106.2,5,1,4,1,2,0,0,0
116,0,96.0,2,28,3,1,2,0,0,1
151,1,90.9,10,25,4,4,0,0,0,1
182,0,137.7,8,7,4,1,2,0,3,0
26,1,143.5,8,7,4,0,2,3,0,1
171,0,76.5,8,20,4,5,2,0,0,0
5,2,190.0,12,8,4,2,0,0,5,1
41,0,104.53,6,27,4,5,2,3,0,0
89,1,132.6,5,16,4,3,1,0,3,1
66,1,105.0,11,27,3,5,2,0,0,1
37,2,138.15,3,24,4,2,0,0,0,1
56,1,109.8,12,8,4,3,0,0,0,1
247,1,93.0,6,6,3,1,1,1,0,1
102,2,119.7,8,19,4,2,1,0,0,1
96,2,118.8,10,19,4,4,0,0,0,1
35,1,85.0,10,28,3,2,1,0,0,1
107,1,87.5,11,13,4,2,2,0,0,1
63,2,144.5,4,13,4,4,0,1,3,0
3,0,36.25,8,22,3,1,2,1,0,1
70,0,150.3,7,3,4,4,2,0,3,0
129,0,106.25,5,16,3,3,1,1,0,1
9,1,68.23,1,28,4,17,6,0,0,1
49,0,80.0,11,14,3,5,2,0,0,0
0,0,108.8,5,10,3,3,0,0,0,1
1,0,100.8,10,14,3,2,0,0,0,1
77,2,104.4,10,25,4,3,0,0,3,1
6,0,89.0,1,7,4,3,0,0,0,1
259,2,131.43,12,28,4,4,1,0,0,1
39,1,64.64,2,8,4,1,1,0,0,1
31,0,104.64,10,2,4,1,2,0,0,1
256,0,90.95,8,31,4,4,0,0,0,0
85,0,129.73,9,29,2,2,0,0,0,1
68,2,166.35,9,9,4,2,1,1,0,1
3,1,102.0,1,19,4,4,0,0,3,1
15,0,91.73,9,6,4,3,2,0,0,1
9,0,56.0,3,2,3,2,0,0,0,1
66,0,168.3,9,9,4,2,0,0,3,0
151,2,126.9,9,4,4,5,2,0,0,0
26,0,64.64,2,7,4,2,2,0,0,1
57,0,75.0,11,11,3,2,0,0,0,1
21,1,156.5,6,12,4,2,2,1,0,1
12,1,132.39,12,10,4,2,2,0,3,1
3,0,162.5,9,19,4,4,2,0,3,1
0,0,82.33,2,14,4,1,2,3,0,1
106,0,38.67,3,10,3,3,0,0,0,1
0,0,103.2,5,18,3,1,0,3,0,1
44,2,120.6,9,12,4,1,2,0,0,1
34,1,103.5,10,12,4,2,1,0,0,1
188,0,90.95,8,26,4,3,2,0,0,0
31,0,74.88,12,8,3,3,0,0,0,1
63,0,177.3,7,19,4,2,0,0,5,0
31,0,125.1,8,6,4,1,2,3,0,0
151,1,120.7,7,6,4,4,0,0,3,0
108,0,67.15,4,28,4,1,0,0,0,1
4,1,139.0,7,16,4,1,0,3,0,1
98,1,95.0,5,3,3,4,0,0,0,1
58,1,53.97,2,4,4,3,0,3,0,1
4,0,79.0,2,13,4,1,0,3,0,1
168,1,146.7,8,13,4,1,0,0,0,0
195,2,108.9,10,2,4,1,2,0,0,0
90,0,78.3,3,18,4,2,1,0,0,1
12,1,77.25,12,24,4,2,0,0,1,1
15,1,109.55,8,17,4,1,0,0,1,1
6,0,55.0,12,3,3,2,0,0,0,1
80,0,87.32,1,7,4,1,0,0,0,1
19,0,69.0,12,5,4,3,2,0,0,1
256,1,124.0,6,15,4,2,0,1,0,0
130,3,122.4,11,12,4,1,2,0,3,1
236,1,90.95,8,22,4,4,1,0,0,0
74,0,126.9,5,17,4,3,0,0,0,0
28,1,137.2,10,3,4,5,1,0,3,1
45,0,194.73,5,13,4,2,1,0,6,0
217,1,80.75,8,7,4,4,2,3,0,1
180,1,97.54,8,20,4,1,0,0,1,1
91,0,40.67,3,4,3,2,1,0,0,1
1,0,164.0,10,6,4,2,0,0,4,1
